编号,今地名,古地名,地点名胜,经度,纬度
8a0e9fb5591d39cfa08a9a2155a0b32d,绍兴,江南东道,西陵驿,120.1500000,30.2653500
b15056e3eac1b1d2d9277f7c9a5b8440,绍兴,江南东道,永福寺,135.5914503,34.8273189
d1c3dc51af92331eda03964505d29829,绍兴,江南东道,望海亭,139.6020415,35.4569719
b218beb131464edb543299b08a039e1a,绍兴,江南东道,龙瑞宫,120.6216772,29.9738178
c436bd6442ea793e8fb503427c0a80fc,绍兴,江南东道,阳明洞天,135.8289603,34.6749193
5e79e6e89327ef98c9b942da6b329ae4,绍兴,江南东道,桐柏崇道观,120.5768540,29.9992425
aa59388209c429a350ec651418d87cca,绍兴,江南东道,永安寺,120.5768540,29.9992425
25f53cc662043e96c1970f5d7c5a738c,绍兴,江南东道,平水寺,112.2132811,22.7101917
f70e7434061ecd24880cacf728afb787,绍兴,江南东道,东武亭,135.8330821,34.6978869
fc9a9b9c29490a9ea16efa2103beffa0,绍兴,江南东道,法华山、天衣寺,120.5768540,29.9992425
ee858886387f05e3423230b7d05d6cb8,绍兴,江南东道,金庭观,140.7604145,41.7764472
cd1323ec0501a1f6d7fe55b2c99c7e25,绍兴,江南东道,飞泉观,120.5768540,29.9992425
4d44100e645a39863ba0b5bd203d24c0,绍兴,江南东道,大历寺,121.3200812,24.9901660
6aa60163584ebebc3785876a95a74a58,绍兴市,江南东道,,120.5768540,29.9992425
b7df39bc0c49d70d5c714de8080e361b,绍兴,江南东道,白云源(今称芦茨埠),120.5768540,29.9992425
19d8e3caee74bdcacdbd055fb0580c4c,越州区,,,113.3053670,23.1266362
bab92997f3e886d1b934b3a7d04bd84c,绍兴,江南东道,曹娥碑,114.1184048,22.3689490
f557c150e71db54851632c5d02795797,诸暨,江南东道,,120.1805427,29.7296617
06317ebae9c898964a66616c49b420ca,新昌,江南东道,石城寺,139.9281865,37.5035776
bcb63c1d8c2a65251cc91342f82173b6,新昌,江南东道,天姥山,120.9676134,29.3963980
791225f7d3d6b156b94ea738cd36607b,新昌,江南东道,剡山,120.8383108,29.5299997
dbed8be92b7046adc8f24651660097c5,新昌,江南东道,沃洲山简禅师院,119.3911584,31.4395962
2b0a182c904b5bd2ad58f46c233b8262,嵊县,江南东道,,121.5818216,31.0924224
f5587105b250332fb190594ba77e0e9f,嵊州,江南东道,剡溪,120.8338249,29.5968179
abbe50745ef59f8fc61d3d7fdeeea32f,嵊县,,,121.5818216,31.0924224
5e8f6e459934a487acfa6314f3eaea29,东兴,岭南道,,105.1921807,29.6599766
ddf54c173913f4c87a0da7ff5d16b477,华阴,京畿道,,110.0944486,34.5496212
8b0db633c26e289edef3fe58583969e9,华阴,京畿道,华山,110.0826760,34.5451042
eec74171a8cea008337ce7cd6acef9de,华阴,京畿道,华岳寺,110.0944486,34.5496212
dfbd150e06fcc57773ee23df48f6c8de,华阴,京畿道,华山云台观,110.0944486,34.5496212
91e321648ad6609573f17f8257810958,华阴,,,110.0944486,34.5496212
589bc07d9fb2b142bf93bfc06c146f31,华阴,京畿道,华山金天祠石阙,110.0944486,34.5496212
4bcff32e3974c0e1ced5ee0760a594d6,华阴,京畿道,野狐泉店,110.0944486,34.5496212
c7bd472102679b38884c0a2c70c6e1d9,华阴,京畿道,华山;西岳庙,110.1021766,34.5804766
f3ca0f38f9fd3c14a29195fc403f7d6b,华阴,京畿道,敷溪,116.2984958,39.8121937
c86651c349442751b85125980f992823,华阴,京畿道,云台观,100.0304154,26.6961413
542db794cf229e576244b0a7e8fe7bb2,潼关,京畿道,潼关,110.2428107,34.5369104
78baa0a05387109dbd9f6554f8771b93,潼关,京畿道,,110.2410542,34.5455780
8374a0e6153743e67191228e0a313939,潼关,关内道,,110.2410542,34.5455780
f35af5f563637fcb246c74d7b14c01ff,潼关,,潼关,110.2428107,34.5369104
bef54adee6226fb556b1dd6e725efceb,潼关,京畿道,兰若寺,110.2410542,34.5455780
b4b80391cad0bf2c97895aeb50c0ad66,朝邑,河东道,蒲津关,110.1157357,34.7854571
2777b4f384763c9dcbbe6aa06d3fe4ec,渭南,京畿道,,109.4643291,34.5169112
ef3eaca420a4059d508c96995515a94b,渭南,京畿道,华山,117.8192802,36.2061909
54616de8edb130cfd8e14d4811c7b317,渭南,京畿道,潼关,112.7813098,24.9166655
3b267cdaa844392f03d421beb8b4f6f7,渭南,,,109.4643291,34.5169112
962d6a67818afaa28dad5295f042b4d5,渭南,京畿道,华岳寺,119.3458212,36.8384210
fd3cf83c6657e50b0bb0fc6d37c9398f,渭南,京畿道,敷水驿,109.4643291,34.5169112
bc26a5b3bac7ecc42b744d6b45f75985,渭南市,京畿道,,109.4643291,34.5169112
ba43ac2be40884c4022ff26b1a31e8a8,大荔,京畿道,,109.9766670,34.7836110
a1bff7b9028833bb0b2847e318df5e41,大荔,京畿道,蒲津关,130.9221750,33.9539830
ea399c4bcc3884371c2d0983f226e976,大荔,京畿道,杏园,121.1919877,25.0612325
2ad3412afffb327e76964447169f2bf7,大荔,京畿道,沙苑,113.9200320,22.5273672
782bc2a9da915603ed08b3d28f17fb93,渭南大荔县,京畿道,,100.1446501,25.7490488
0e7f495e596ea53c281e72d6c8646edd,大荔县,京畿道,沙苑,100.1324700,25.8440381
52df2830f921e4f8fbd11558b9203704,华县,京畿道,,109.7570103,34.5117977
48a9ea3744aa3e5b4a2f624a7fbde2c3,华县,关内道,,109.7570103,34.5117977
7ffdc6c71cd9d0e64bae0f6903129198,华县,京畿道,华山树谷,117.1276208,37.2759711
35ccfdb07e83741549b286f97f202f7a,华县,,,109.7570103,34.5117977
c667cc58f10309447f6e2d94f1065460,蒲城,京畿道,,120.4422176,27.2376636
bbb4655e53765526dbce0b835306613a,蒲城,,,120.4422176,27.2376636
85caf0c31aee39b04c7b2717811a64c3,白水,关内道,,109.5172220,35.2222220
c21fdcc9c8a1f798659e2de388db1b08,富平,京畿道,丰陵,109.2278450,34.9024360
8c75350204fbc1185d41514a22a5d3e0,富平,京畿道,,109.2278450,34.9024360
bf557b3b15453f191cea6274b848d158,合阳,京畿道,,110.0853389,35.1956148
c5d27d61db655483216d60abf11ca43f,合阳,京畿道,夏阳亭,139.8344196,38.9190335
679a15b118daf6f22a865f4b506f8334,华州区,京畿道,,109.7570103,34.5117977
f17095df56eead24d6c0fa32c9918efb,华州区,,,109.7570103,34.5117977
55c5fa6494bf310051524281739ebbf3,华州区,,南山,109.7570103,34.5117977
9b31957b6fe972ff10fbddc39198d50a,澄城县,京畿道,,109.8987616,35.2493903
5c7852ae1ab698febfd424f1a6bb3e96,下邽,京畿道,,118.0467833,41.9105215
44856d7cae528ab050f0eaafcd1faae6,江陵,山南东道,,106.2399182,30.9393289
1e6dabe7ce507c274a3c81c8173f41de,江陵县,,,112.4188256,30.0446204
140f13d63604e8a0671f542d2a339e69,江陵县,,岳阳楼,112.4188256,30.0446204
afd574f9cf05c454973ff1e9952fc93f,江陵,山南东道,渚宫,144.8448652,43.0634535
eb3e8ec77afadfbf148503d26a37be08,江陵,山南东道,江陵馆,106.5753001,29.5651942
120b179d14fe8d2772895ce7df9b5475,江陵,山南东道,纪南驿,126.2963926,39.7143592
a42721e91b8488ea17a9d932b087b2f3,荆州,山南东道,章华台,120.5143191,23.8299645
a87d74ef090a1af52032388eccba5282,荆州,江南道,,112.2337264,30.3375612
9cdaec5eb33190b103f3125dbbe02cd8,荆州,江南道,龙山静胜寺,114.4619345,22.7610329
20a10dac526376b69a1c8a6ec4ac55bd,荆州,山南东道,,112.2337264,30.3375612
e41ff2b783506d1769a86d9488ce270d,荆州,山南东道,一柱观,112.2337264,30.3375612
5c233bd026e94800485115d0aed06574,荆州,江南道,九里台,112.2337264,30.3375612
6666360e667215230d2b8e9352b0c299,荆州,江南道,怀王墓,112.2337264,30.3375612
cf9c80afe4e5422afe15eb633c70fcdb,荆州,山南东道,殷仲堪、羊叔子祠,112.2337264,30.3375612
fb73728136b52852ea9a54296b2c09cc,荆州,山南东道,庾信旧宅,112.2337264,30.3375612
45a8b9047757c14f01297a20f49a4151,荆州,山南东道,洞庭湖,112.3923468,30.3003527
4eaa19a5a8f91348e30ac9c4c0689c9d,荆州,山南东道,纪南城,112.1800502,30.4240563
c748c1dcccaff68bba91daa3b50c8ac5,荆州,山南东道,当阳楼,112.2337264,30.3375612
ec71f803b5aea5aa3fee326dfd12f63a,荆州,,,112.2337264,30.3375612
f59191cbdd5acb204ff503bef8c75661,荆州,山南东道,荆山,120.0345278,30.2427601
6775529dee1dfeaeb54ba56414caced5,荆州,山南东道,开善寺,114.7547058,25.7752464
45d3cb23df5662cec146a8ff5954b028,荆州,山南东道,后湖,112.2337264,30.3375612
1e3d85615930bb890fd0a7a9ceb8f07a,荆州,山南东道,程氏馆,113.2839988,23.0790849
ff34e9c120075dd345b837906f71e217,荆州,山南东道,通德湖,109.6917190,26.5786020
f765c346b6eec8e8229aa5dd3a6f0786,荆州,山南东道,龙山落帽台,112.2337264,30.3375612
bb1bfb0b641ec82905933ede9b86de54,荆州,山南东道,龙山静胜寺,114.4619345,22.7610329
e7e12a1f45389b57bae485c91c66feb2,荆州,山南东道,襄阳楼,117.2389143,39.1328648
69fb2ba645456b75e0e965e36cbe235f,荆州,山南东道,江陵,112.3322815,30.1279617
b4466f65730f4c5cc7658d1dc150e1ab,荆州,山南道,,112.2337264,30.3375612
d613f359007d5807bd85b89d47cf85f7,监利,山南东道,,112.8992629,29.8423749
e8e73afce42c63d82d35f192c10b179f,松滋,山南东道,,111.7512714,30.1750972
a36cb1916fc2504588f5ccd7cde512b3,松滋,山南东道,碧涧寺,135.7589618,34.9376734
4952338544dd0442ac2b421523b9226a,松滋市,山南东道,,111.7512714,30.1750972
cfe215cef5f017694a2e0489fce08358,松滋县,山南东道,,140.4175407,35.8331692
6a37a617663b1f8bfd192afe16fe1506,公安,山南东道,,112.1648848,29.9312975
0a10be1ee40613c6d4a1beb219aa3281,公安,山南东道,远安寺,135.7860030,35.0208252
5ba009863d63b3b288dad1e5edd16082,石首,山南东道,,112.4189037,29.7228427
cecfb6da7fbd4722d38847c46c42f8ad,石首,山南东道,刘郎浦,112.4189037,29.7228427
89489932cc8b5bd3d14b09024381edb6,宝鸡,京畿道,,107.1481713,34.3742434
05b3d16168348e5f3178790aca564a8a,宝鸡,京畿道,散关,107.1481713,34.3742434
cb66ffe6793b219b99d49d7a7f7e703b,宝鸡,关内道,,107.1481713,34.3742434
500ffdc6e17e8d19f12c4a3176aec1a3,宝鸡市,,大散关,29.0019529,41.0673726
347f4f5fa9167091051b08473ab60eef,宝鸡,,,107.1481713,34.3742434
b1dd160e51aabdec48f09aaae8b6bd54,凤翔,京畿道,,107.4205560,34.5600000
a0c1419b6115ed5d87c06c7c426ac70f,凤翔,京畿道,三良冢,107.4205560,34.5600000
c5ff6308e4469a2121dd95b381373aed,眉县,京畿道,,107.8350000,34.1302780
cf9eab33a03dd688215c5118e5231363,眉县,京畿道,凤泉汤,107.8350000,34.1302780
7abfa17febb5ac15bebad97191c267ae,郿县,京畿道,斜褒谷,135.7751730,34.9909892
fa5f86cd802323e8679a553f103119e3,扶风,京畿道,,119.9456191,31.4402272
86c3a3e6ec805a5fd255e28b79b4cc8f,凤县,山南西道,,106.7700000,34.0147220
a3f1ffb5872d2070d4704d0eed38a26a,凤县,京畿道,,106.7700000,34.0147220
108429e199107932f6554fd16d13d43c,凤县,,,106.7700000,34.0147220
856599e57d8fd45133a855fde2541fae,岐山,京畿道,,107.7111410,34.4479195
0fe00ef6b923bd64c4cc28a5ce46edd4,岐山,京畿道,岐山,107.6082848,34.2753108
6f7ffe7326ffb2e8df03c9c22e87042f,岐山,关内道,,107.7111410,34.4479195
a72d0e21edc7013e88f3458d333e3d40,平定,河东道,承天军,116.3307403,40.1246619
26f43edb8bba922ad10dd4c7d1588792,太原,河东道,,112.5452739,37.8700090
c2f7b75276285caafffc7721a07b62d1,太原,河东道,霍山,120.4397000,23.2828000
49900e88a8c6cb13d97458c7c7aa0bee,太原,京畿道,,112.5452739,37.8700090
216f6b3ab09196731dbc2eadac482aa8,太原,河东道,雁门关,112.5452739,37.8700090
563689b7e845c818b54f567677c8c706,太原,河东道,龙山,120.9599522,29.1421458
cc8d9d1a423d432ba230f0520618d173,太原市,,,112.5452739,37.8700090
06910f059f7e3d0100fd0dd98ca39123,太原,,,112.5452739,37.8700090
adaf1416886a045f83b2cc313bab56cc,汾阳,河东道,,111.7830029,37.2683004
a8c06f96174c9f81b8160235f73a3cb5,孝义,河东道,,111.6338190,37.0854340
ceed38190ea768bcaff010c3fd99998c,离石,河东道,,111.3307950,37.5479480
2de01eacd15618002e1841bf5c08b9bb,临海,江南东道,,113.8843099,22.5472917
83475b9e4ce2cf1116b0ca0f0d597356,临海,江南东道,灵溪,121.0579042,28.9958108
e58f8590d69defd6f39ea7807b1eb5af,天台,江南东道,天台山、赤城山,121.0024612,29.1467362
0851e870e32441d17f194972ea1d3e42,天台,江南东道,天台山,114.0015274,27.8838318
92e54c6f9c88034b18d5e25f25d49779,天台,,,121.0024612,29.1467362
6496dc843a342a9999c4a46103ce300d,台州,,,121.4163876,28.6581723
9304ca0abb2f3e5380691479d518ab37,仙居,江南东道,,120.7251018,28.8499577
ba0d1a4c84e60d374cc50079f25d63ee,灵丘,河东道,,114.2089472,39.3516309
aee494e4c88af5409fd2ee59b8ed6bea,南京,江南东道,白下驿,135.7515160,35.0277929
6cd68d414aa272e8a3c3d0c6a7f9c76f,南京,江南东道,冶城,117.3222284,31.7811721
a3b89b6c3177a01811591df990dee13d,南京,江南东道,,118.7788631,32.0438284
b4150af45cfa0bb6b5f600cd5783348f,南京,江南东道,瓦官寺,118.7674962,32.0199216
d986a29b0a26a5966c61c4a262af2b4a,南京,江南东道,天竺寺,135.7515160,35.0277929
ea60f474ee70c60d5b38b46d8c77367b,南京,江南东道,征虏亭,116.8739765,36.6806603
21d3ad3ac2b09825870ea95b51ca085b,南京,江南东道,新林浦,118.7788631,32.0438284
723a3f0f4b68146d34a072bbb7659d98,南京,江南东道,玄武湖,118.7955266,32.0743982
9c87be4af5d320c532e5afad0aa93834,南京,江南东道,白鹭洲,116.5439449,31.7700881
6de61102e272064899aa7c11dd73906c,南京,江南西道,,118.7788631,32.0438284
3dda5a36c1167c50ae381c976556f96e,南京,淮南道,,118.7788631,32.0438284
2c366a59d301cef0a6bdc69f6b8b9e4d,南京,江南东道,台城,118.7899275,32.0629615
3210b6f0fb01c4dcf48b85792907a0dd,南京,,,118.7788631,32.0438284
f84926d2854da889b1d433dddb7a9976,南京,江南东道,江潭苑,115.8482252,28.7070038
3fad00051bd8ddfb5ae140a9c7ec0c06,南京市,,,118.7788631,32.0438284
ea47fe620a318626c62843a496e85a6c,南京,江南东道,江令公宅,118.7788631,32.0438284
12448f99a239e035c3991b40bcf64fe3,南京,江南东道,石头城,118.7476708,32.0525240
98895f90f719d25be728d6769433cd1a,南京,江南东道,瓦棺寺,118.7674962,32.0199216
3a2d04713e487991bd7770f91d477170,南京,江南东道,白门,135.7515160,35.0277929
2f81f78fafd98fb3b8f72ee2477d222a,南京,,三山,118.6018230,31.9227358
d48852fb80f9a8cc66894859916e7352,溧水,淮南道,,119.0262399,31.6506882
225fba33a5d3011a0f9a699b79884c75,秦淮区,淮南道,,118.7896033,32.0411462
9ef553d43d98f194baa3eb7258af09e4,江宁区,江南东道,秦淮河,118.7816705,31.9597269
d4b3f25fdc4f1ae659fabb7940f4477e,江宁区,江南东道,,118.8348197,31.9552184
73cf45b21f7b0c735a7fde26b9d88b9f,衡水,,,115.6677229,37.7364305
7483127eb99409756273331af1c070ba,冀县,河北道,,110.6930115,36.1587489
d1cea73ae48d1e34508442403209321c,冀州,河北道,,115.5146295,37.5265857
5e2852fd9ed2356147094a28bbd04674,深州,河北道,,115.6078348,38.0108684
8b96722eb87b79f1d6da150559ba6e6c,内黄,河北道,,114.9005399,35.9540544
3d22998fde4331b3f5f7a6cec61644fb,滑县,河南道,,114.6741432,35.4802464
3de7b89beacc3d7fed817245149fcd94,滑县,河南道,白马津,135.8260260,34.6820340
0839f3ebd8a0317c7b74f9e3cc1da66d,滑县,,,114.6741432,35.4802464
6be2c32616406466be90361533948c00,安阳,河北道,北亭,114.3484581,36.1252551
0423a6ef0b367d751e108cf95bf7489e,安阳,河北道,山池,114.5096506,35.9901282
aac31b42523d4f5e21a4d0b18ca9aeed,安阳,河北道,,114.5096506,35.9901282
aff98b50a5abba4df232f59f961e3b7b,安阳,河北道,邺都,112.1684429,23.0446050
cc66439f5f4cd98e3997454beac86c58,安阳,,,114.5096506,35.9901282
90ee1ff59e44f99e7fbceb511e0da5bd,济南,河南道,,117.1138479,36.6519754
99a6c94eb8908a9101938f59b034969d,济南,河南道,北池,117.0648970,36.8287082
df794e0bebc344fa0eb563f29959d45a,平阴,河南道,,116.4503206,36.2894384
757029bc2e18c7bd902320e18f194578,商丘,河南道,,115.6518561,34.4460585
203af467234ab5db47fa20f8d57450e5,商丘,河南道,梁园,115.6518561,34.4460585
1eb5a093b9843d4f9ba8431b95337c57,商丘,河南道,东亭,139.6782557,35.7174431
e0d8fb3999427bee691facc07fa3fef6,商丘,都畿道,,115.6518561,34.4460585
c54ff05835904b3b9015ac52d0416392,商丘,河南道,睢阳,115.5917100,34.2399772
d3f7ec3fd206c0fb54747d0a745d12a9,商丘,,,115.6518561,34.4460585
b281bef1109a5970a83786512746f2fc,虞城,河南道,,115.9021690,34.3691540
7e33051edca0f7b7789ff9386716321d,宁陵县,河南道,,115.3083302,34.4612994
b71fd951710f605e3700c9ec70ac8fd7,宁陵县,河南道,汴河,115.3083302,34.4612994
56f9888bb7fa1eea76d1b4f2c85fc995,驻马店,河南道,,114.0164565,33.0115818
11c11263cb45fc245f255d21632c9e6a,驻马店,,,114.0164565,33.0115818
53aeb868660be0456461beda18b2e526,汝南,河南道,南海禅寺,114.3612760,32.9947699
c8e11b7fdc6093de90963ba0f4e91761,汝南,,,114.3037627,32.9048251
674bb0aec356ebd0c7d4b7ee02c9aea7,新蔡,河南道,,114.9555949,32.7579396
aab924668f1fed1d0e9642fbf51e1d2c,泌阳,山南东道,,113.4231836,32.8790165
44097318e7f24ca7d86a90d65bb5f7b2,泌阳,山南东道,淮水,113.4231836,32.8790165
d9c1a7596f9eaaef27b958e3d31499b7,莆田,,,119.0570588,25.3538682
c264613228a904da6b9b90c95b5c9aeb,呼和浩特,关内道,,111.6601939,40.8184528
cd99f78b6f741c883d97fd5e39446f15,和林格尔,关内道,,111.9044975,40.2952478
791ca847df69a133559c828fbfc76066,丰城,江南西道,,115.8470525,28.1407202
c1e0d402dbf2f9645afa6c410f5dd009,宜春,江南西道,,115.0153957,28.3803015
ee674eee21d7053a2ccb5b34fd843d23,宜春,江南西道,袁溪,114.4112498,27.8169700
709770102ed3cb794ff18f9c43008403,宜春,,,115.0153957,28.3803015
f1b9f119210356385e1b6e5db2824682,宜春,江南西道,仰山,115.0318019,28.7635430
2e98fcf36c0eed2a08aeafdd1c3f3376,临江,,萧滩镇,114.8483680,25.7451771
b45c83a47d8ffc50d332a10f0a1d7f18,代县,河东道,雁门关,112.8600866,39.1886767
de8918971ce4b7eadb8a44a9b4cd447e,代县,河东道,,113.0430311,39.0949984
182ec44ca19ae160497294a048fdfb70,鄂尔浑河,关内道,,99.3485994,48.5831141
22fc90fbf26cf432759146439bd7e21a,乌兰巴托北,关内道,,121.5610048,25.0345069
bda798624fd2bdfb5b711668d09aecf0,陇西,陇右道,,104.6258144,35.1044218
63f3cd2ae84f48f0fdc16262c030dd6e,岳阳,江南西道,,113.3486530,29.0607030
d31378b0de5889c1d18d4dfaf3757f5a,岳阳,河北道,,113.3486530,29.0607030
6ac11093fec7934ee8d53cc79ecd1375,岳阳,江南道,洞庭湖,112.1968448,28.8147417
ea96fc90964f7ed2bdfe89904e2fae5a,岳阳,江南道,㴩湖,113.1229551,29.3594838
059ec191685f9e75299160a2c4e5db39,岳阳,江南道,,113.3486530,29.0607030
7d534403791eb0237ccace68eb8120cd,岳阳,江南道,度门寺,110.4727951,24.7346936
a4077325ecd4c17739f58a15e5136e47,岳阳,江南道,㴩湖山寺,116.1793684,39.7328025
fdbcb3c9273eeb08ec0b7fa0a5c402eb,岳阳,江南西道,岳阳楼,113.2167074,29.3346165
b720827b9eaada3532e09b19957c4162,岳阳,江南西道,洞庭湖,112.1968448,28.8147417
dbbd94ad6c893114ba280918d941711b,岳阳,江南西道,巴丘山,113.3486530,29.0607030
4523416a64a1c8650e38db20911e7a6c,岳阳,江南西道,龙兴寺,113.3486530,29.0607030
abeef4e95dc62ba115c76381fab3e16d,岳阳,江南西道,青草湖,113.3486530,29.0607030
a96ec8a49507ed5850bc6e5f01d087a5,岳阳,江南西道,湘灵祠,113.3486530,29.0607030
2349e5649d5467ea8c43afb62f423a2e,岳阳,江南西道,鹿角山,115.9748142,28.6680977
db22007cb0ba2e5d080365707115ac10,岳阳,江南西道,荆江口,138.3285429,37.1848262
ad88fa0d5d6fb0da1a724770704391fb,岳阳,江南西道,君山,113.0009667,29.4642866
4c2cd509fa337bf4ce7320f92d99b18a,岳阳,江南西道,石矶,113.2802705,29.2558089
b042fa7e4c22c0cc860e5b26cd79393c,岳阳,江南西道,开元寺,116.6446834,23.6659724
6c558fba9c476d0ef30eb2bc8ed926e1,岳阳市,,岳阳楼,113.1229551,29.3594838
d53102d33fe87f75dab28b1b8f318188,岳阳市,,,113.3486530,29.0607030
c57ece58eb9efdf58fd810169bfbb478,岳阳,江南西道,洞庭湖;青草湖,113.3486530,29.0607030
636eb11582c75b673d1681dfa5603b69,岳阳,江南西道,巴陵道,113.3486530,29.0607030
2966834d36e6760b6ed7b37cdfdcbe10,岳阳,江南西道,洞庭,113.0998062,29.3973772
dd7dcc882b92c7d07a011fef2383a106,岳阳,,洞庭,113.0998062,29.3973772
29d6331638e8b75b553b6cffc64727d1,岳阳,,青草湖；洞庭湖,113.3486530,29.0607030
cb0b5e96cb81b52629679344f8f8990a,临湘,江南西道,,113.4780782,29.4772980
12103f2c47ccdabf62bd62e37d1f54aa,湘阴,江南西道,,112.8021960,28.6989270
123524ab0376fb9a85cbf45a5a03320e,湘阴,江南西道,白沙驿,112.8021960,28.6989270
ba75b186300fb2e95b269f205f82c9f8,湘阴,江南西道,黄陵庙,112.8021960,28.6989270
560c4a980a3a11b213c7ef48bf0670eb,汨罗,江南西道,汨罗江,112.9847540,28.9017116
e1d157d996337570a95f675177dccc32,汨罗,江南西道,汨罗,113.0358668,28.7974766
2f31ebd122a2bc9006ddc2ca43aab4c7,汨罗,江南西道,屈原庙,113.0613336,28.8101339
8b077ecb63723d6ac249f9d74c071cee,神木,关内道,,110.3107122,38.8363189
325b89661b307b13f25f5a70e77b467f,定边,关内道,,107.7941260,37.3975780
8d03dc9b91bd2f74ddb20f2344795c4b,靖边,关内道,,103.6875618,22.9901164
e0b895f6459f6965466e8463b700d515,榆林,关内道,,109.7290619,38.2851657
315a3163e3d3d63ac85c90e5c071c91e,横山,关内道,,109.4075000,37.8672220
37b8df90ac2ce8edd7e57f815d11be95,横山,关内道,夏州城,109.4075000,37.8672220
1df3f519384adbf62b2f728a6a4036a3,横山,,,109.4075000,37.8672220
a795556a416026d3df47a13c242b3804,射洪,剑南道,,105.3845733,30.8732461
bb5952bf9eee18ce11cafffd0ed7bd81,射洪,剑南道,金华山玉京观,105.3845733,30.8732461
b77e3f2f82229015c133a2fa9abf0fee,射洪,剑南道,武东山真谛寺,105.3845733,30.8732461
7aecd0748e8be820f8603135ec76ddc3,射洪,,,105.3845733,30.8732461
09a886143aed7351177d99bac55abba3,射洪,剑南道北部,,105.3845733,30.8732461
fecf6afba6d9b0d77cdc6cc9624deabf,射洪,剑南道,通泉精舍,105.3845733,30.8732461
98095cb7eb9985312d3a94261f2aebea,遂宁,剑南道,,105.5745420,30.5061493
3ec8fe15ce58975f7ef8938c09f60bdf,遂宁,剑南道,安居溪,105.5745420,30.5061493
c4a3d22db4d3e2d716a9250ab2a8936c,遂宁,剑南道,奋地,105.5745420,30.5061493
548829ab11f66d8bddf8e8bff8bffa65,蓬溪,剑南道北部,,105.7389979,30.6512498
c7e94362ce97d906e3505f9572be4bbb,蓬溪,剑南道,,105.7389979,30.6512498
d8000aefa7b43d815c4c1ec96105d945,汲县,河北道,,110.6930115,36.1587489
dd455ea18a4ef4d59c71cb323e329014,汲县,河北道,淇门镇,110.6930115,36.1587489
02f357d8d7276990024e6635fb1f3d3c,新乡,河北道,,114.0511110,35.3086110
d1c17d8cc5c9ad2e7c016e730b039a63,新乡,河东道,,114.0511110,35.3086110
13cee386855864d863a7f382ad4f4fae,封丘,河南道,,114.4210800,35.0432308
2effee38ffd2ebbd1cfb805b2e95df0c,封丘,河南道,蓬池,114.4210800,35.0432308
4613dd315d6acb7637458482e43bbd64,长垣,河南道,,114.6629926,35.2000381
5a56290eb88ae9537ea0e977434008dc,延津,,,114.2184420,35.2592560
ae9c2cec3763635e5643d1cebca5c5d3,获嘉县,,,113.6433269,35.2580000
c80e295eec742d0c6afe1f1d7d308735,库车,陇右道,,83.4531594,41.8196873
694814772e0892a0eacd05bbd8b8043a,罗定,岭南道,,111.4851366,22.6925875
a55a44c6a499281c8bebd3921b06342e,新兴,岭南道,,112.1968457,22.6350852
8415b34b3b5c054a6f8f251aa9f62a68,蓟县,河北道,,117.3913352,40.0253968
daf94704a6ecafe37636eb54022fa507,蓟县,河北道,燕昭王墓,136.9244216,34.8809632
c7574dee9e77ffa1c59e2c090d0c0aac,荣市,岭南道,,105.6981621,18.7033172
7241eb2c6d82c49402f954d22b59d79b,荣市,岭南道,崇山；竹溪；越裳,105.6981621,18.7033172
e1a9776bc8d8642f458bc1b1fa955c36,荣市,岭南道,绍隆寺,143.8771435,43.7987790
6eb6f123c8b923ecbc1aa4584d146077,东阿,河南道,,116.2591454,36.3337944
6472787537a1709c2e67d285448889ed,聊城,河北道,,115.9642007,36.4441808
4a577eaa196e9d553507e51a2d722bd9,额济纳旗,陇右道,塞上翁城,100.3184780,41.7458076
f2a0f177364936f670b0156ef66c4264,额济纳旗,陇右道,同城守捉,100.3184780,41.7458076
29aa41005aa7a986a2a9427088f2037e,额济纳旗,陇右道,居延古城,100.3184780,41.7458076
146bc27a6993cd38a8112f4b582a7228,额济纳旗,陇右道,居延海,101.2580886,42.2992834
5dafe85f399c98326fbe0847041a9345,额济纳旗,陇右道,峡口山,100.3184780,41.7458076
9777c4ded410fdb1fce24f0259dc32e6,额济纳旗,陇右道,,100.3184780,41.7458076
7b8ca35548c36d75d677b70a34080e74,宁波,江南东道,,121.6203873,29.8622194
50c36b13df8eea26bf5d350970990057,宁波,江南东道,普华禅师影院,121.6203873,29.8622194
bf3f060f9faf490f88adeba3d9140fd7,赣州,江南西道,,115.3482160,25.7038660
97958c670444e439ba90390ac7c6dc8d,赣州,,,115.3482160,25.7038660
0ffa897c5c3a7681c21b1e6dfdf43602,赣州,江南西道,金鸡山,114.7857573,25.6832951
06bb7873d6842fc5eebe31576f29df51,赣州,淮南道,,115.3482160,25.7038660
6e55d05226ddf7754578a27ed5ef6238,大余,江南西道,,114.3392001,25.4492752
4bd43f2899569d932c8ea3188879a3c7,大余,江南西道,大庾岭,114.3875810,25.4290797
8b54017bd2859f9a75e00438e2f4d05b,南康,江南西道,,114.7075646,25.8437759
e78481e5ceb90c3896744f2e092adff1,中江,剑南道,,104.6743783,31.0367419
1f7a77ac2f9e16169a0ff462de3438d8,中江,剑南道北部,,104.6743783,31.0367419
d0a2337d64762842fc5fbbe3e2020cbe,广汉,剑南道,,104.2725546,30.9818013
8c96f43bd149ea2efbd473f60e9b68b6,广汉,剑南道北部,,104.2725546,30.9818013
